Gene,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53,cell_54,cell_55,cell_56,cell_57,cell_58,cell_59,cell_60,cell_61,cell_62,cell_63,cell_64,cell_65,cell_66,cell_67,cell_68,cell_69,cell_70,cell_71,cell_72,cell_73,cell_74,cell_75,cell_76,cell_77,cell_78,cell_79,cell_80,cell_81,cell_82,cell_83,cell_84,cell_85,cell_86,cell_87,cell_88,cell_89,cell_90,cell_91,cell_92,cell_93,cell_94,cell_95,cell_96
SEC61B,15,19,6,5,2,9,21,2,6,16,5,9,7,6,4,14,2,14,11,15,4,8,13,25,2,15,10,17,10,12,5,21,13,9,7,17,7,8,15,4,25,8,12,3,3,12,5,28,19,3,5,14,7,15,5,7,16,28,15,11,23,4,5,8,6,7,8,3,5,4,22,22,3,8,7,2,11,11,13,3,14,13,16,12,10,16,3,9,6,5,2,5,23,5,13,4
POLA2,13,18,6,6,8,7,12,4,4,14,5,7,9,5,2,10,2,21,21,12,10,5,12,11,5,12,19,15,2,11,4,12,6,4,6,15,2,5,20,5,11,20,11,10,8,9,4,18,18,7,5,21,5,13,8,18,14,18,20,9,12,2,2,20,4,18,4,5,8,8,7,7,1,4,5,4,21,9,17,1,10,12,16,9,19,16,5,4,5,6,2,7,12,5,17,7
UBR5,16,11,8,5,6,16,14,1,6,22,4,16,6,7,1,7,5,15,17,23,5,8,15,28,6,23,15,19,4,25,5,14,3,4,3,19,6,6,11,4,28,14,25,2,2,21,6,9,11,1,6,15,3,16,0,13,22,9,11,12,12,10,6,14,1,13,3,9,8,4,13,13,6,5,1,4,17,12,8,4,7,15,10,21,15,10,4,10,5,4,3,4,12,2,8,5
RBM22,12,7,10,8,1,20,10,1,5,12,10,20,4,9,12,7,4,18,13,18,7,6,19,12,5,18,15,14,3,9,7,10,8,3,5,14,4,5,12,1,12,18,9,4,7,20,4,21,7,9,1,18,4,12,2,16,12,21,12,17,9,8,6,18,4,16,4,1,3,2,11,11,3,6,3,7,13,17,11,8,7,19,21,20,15,21,1,5,4,5,5,8,9,3,11,5
MAVS,19,12,3,4,3,13,9,2,7,11,8,13,6,8,3,15,5,16,15,22,3,6,17,14,7,22,16,23,6,8,4,9,0,6,9,23,9,11,10,8,14,14,8,4,11,28,4,7,12,4,1,16,4,19,0,11,11,7,10,25,13,10,4,14,3,11,7,4,13,5,12,12,9,7,2,5,15,25,21,4,15,17,15,28,16,15,2,6,4,7,9,2,13,5,21,1
PARP10,23,13,5,11,0,11,7,7,6,12,2,11,5,1,4,16,7,13,16,11,1,2,15,14,3,11,19,22,6,21,7,7,5,3,5,22,7,5,15,5,14,9,21,3,5,14,10,15,13,2,5,13,7,23,5,10,12,15,15,8,12,7,7,9,6,10,6,5,5,7,25,25,6,4,5,2,16,8,28,5,16,15,17,14,19,17,7,3,2,7,2,5,12,3,28,4
ABRA,18,11,4,7,4,12,7,3,10,9,6,12,2,7,2,20,10,16,12,7,5,5,15,10,6,7,14,12,5,20,2,7,6,9,6,12,2,3,19,10,10,21,20,5,4,18,3,18,11,4,4,16,5,18,7,21,9,18,19,11,17,5,6,21,7,21,0,2,8,5,9,9,9,7,7,3,12,11,12,3,20,15,13,18,14,13,3,4,11,9,8,8,17,6,12,5
TMEM173,22,12,3,5,5,10,15,3,9,13,10,10,7,3,6,13,6,11,19,12,9,6,16,9,2,12,23,11,4,28,5,15,6,5,4,11,4,4,17,5,9,7,28,4,3,14,4,16,12,5,5,11,2,22,1,15,13,16,17,21,25,3,3,7,5,15,5,4,1,8,8,8,6,10,4,8,19,21,14,7,13,16,15,14,23,15,7,0,7,4,6,8,25,2,14,6
ACADL,12,8,4,6,0,18,17,2,5,4,3,18,2,2,19,17,8,12,18,7,2,0,17,4,3,29,19,18,19,12,7,17,1,7,18,3,2,5,4,4,19,8,4,6,5,29,18,8,8,8,12,5,4,12,29,0,29,18,4,19,8,5,8,2,29,4,4,10,7,18,18,5,7,5,5,10,1,18,12,17,17,8,7,19,8,5,4,18,1,5,29,12,2,18,6,3
ACADM,10,18,1,4,2,14,13,9,1,19,5,14,2,3,20,13,4,10,19,5,3,3,13,19,5,16,20,14,20,10,11,13,5,6,14,1,6,9,19,19,20,18,12,5,3,16,19,18,8,4,10,6,3,10,16,3,16,19,19,20,10,1,18,4,16,7,2,3,4,19,19,4,6,9,5,5,7,14,10,13,13,18,3,20,18,2,19,19,6,2,16,8,6,14,6,3
ACADS,15,18,1,4,4,11,11,4,6,15,6,11,2,5,7,11,3,15,15,8,5,5,11,15,4,8,7,11,7,15,3,11,9,3,11,7,4,12,15,15,7,18,4,2,2,8,15,18,9,3,15,3,8,15,8,10,8,15,15,7,4,8,18,3,8,4,2,3,8,15,15,4,5,7,9,2,3,11,15,11,11,18,4,7,18,6,15,15,6,6,8,4,6,11,5,4
ACADSB,16,6,2,2,4,10,14,4,12,15,3,10,6,5,18,14,3,16,21,4,4,5,14,15,2,21,18,10,18,16,8,14,3,5,10,3,5,3,15,15,18,6,4,5,5,21,21,6,3,6,16,6,2,16,21,4,21,21,15,18,5,5,6,5,21,8,4,2,10,21,21,3,6,6,2,2,10,10,16,14,14,6,4,18,6,10,15,21,10,7,21,9,3,10,8,2
DBI,4,19,2,3,7,8,12,8,5,18,2,8,2,5,29,12,2,4,18,4,5,10,12,18,1,17,29,8,29,4,9,12,5,8,8,5,6,5,18,18,29,19,2,4,3,17,18,19,8,3,4,10,6,4,17,6,17,18,18,29,5,5,19,5,17,1,5,3,8,18,18,7,5,3,5,6,6,8,4,12,12,19,3,29,19,9,18,18,7,5,17,2,6,8,6,5
ETFA,19,20,9,7,9,18,10,2,5,19,5,18,6,6,16,10,1,19,14,10,3,8,10,19,2,13,16,18,16,19,6,10,7,6,18,4,1,3,19,19,16,20,5,6,6,13,14,20,8,4,19,2,4,19,13,2,13,14,19,16,9,3,20,5,13,1,9,3,5,14,14,9,5,4,3,1,5,18,19,10,10,20,8,16,20,6,19,14,4,5,13,11,1,18,7,3
GCDH,15,7,2,8,6,18,15,9,9,15,8,18,4,1,8,15,5,15,11,1,4,2,15,15,6,11,8,18,8,15,7,15,10,5,18,6,9,10,15,15,8,7,5,4,6,11,11,7,6,4,15,5,9,15,11,3,11,11,15,8,5,5,7,7,11,6,6,5,5,11,11,6,5,7,11,4,1,18,15,15,15,7,4,8,7,8,15,11,4,2,11,3,4,18,7,1
HADHA,15,18,4,8,3,6,16,5,3,21,6,6,6,5,21,16,6,15,10,9,0,1,16,21,8,14,21,6,21,15,5,16,7,5,6,3,1,4,21,21,21,18,6,7,6,14,10,18,7,4,15,11,7,15,14,5,14,10,21,21,2,4,18,4,14,4,4,3,7,10,10,4,8,4,3,6,9,6,15,16,16,18,3,21,18,6,21,10,0,2,14,3,7,6,4,3
HMGCL,23,23,3,10,6,22,4,8,6,15,5,22,4,3,10,4,6,23,19,6,3,8,4,15,3,24,10,22,10,23,6,4,3,5,22,3,5,4,15,15,10,23,1,5,5,24,19,23,5,6,23,5,5,23,24,12,24,19,15,10,3,12,23,3,24,4,2,3,5,19,19,8,3,2,3,0,4,22,23,4,4,23,1,10,23,5,15,19,2,8,24,8,8,22,5,8
IVD,18,13,11,6,8,10,18,11,6,16,6,10,4,4,14,18,4,18,9,7,6,3,18,16,3,20,14,10,14,18,10,18,3,5,10,6,6,5,16,16,14,13,7,5,4,20,9,13,7,5,18,8,3,18,20,4,20,9,16,14,5,3,13,7,20,3,2,6,3,9,9,2,2,3,5,10,2,10,18,18,18,13,4,14,13,3,16,9,7,5,20,4,2,10,4,4
ALDH6A1,18,29,2,7,10,19,4,3,3,18,2,19,1,4,17,4,9,18,8,3,2,7,4,18,5,12,17,19,17,18,1,4,7,8,19,5,3,3,18,18,17,29,4,6,7,12,8,29,8,3,18,12,12,18,12,4,12,8,18,17,1,10,29,8,12,4,5,2,9,8,8,4,4,1,3,6,2,19,18,4,4,29,1,17,29,4,18,8,2,4,12,4,2,19,5,2
SCP2,19,16,5,2,4,20,19,6,4,14,4,20,5,8,13,19,4,19,18,7,4,9,19,14,0,10,13,20,13,19,4,19,7,7,20,6,7,6,14,14,13,16,3,8,2,10,18,16,4,9,19,7,5,19,10,6,10,18,14,13,6,6,16,8,10,5,2,2,3,18,18,6,3,6,2,1,3,20,19,19,19,16,9,13,16,7,14,18,3,10,10,5,7,20,4,7
SOAT1,15,8,9,8,1,7,15,1,4,11,4,7,5,4,11,15,5,15,18,5,11,9,15,11,2,15,11,7,11,15,3,15,3,7,7,13,5,5,11,11,11,8,10,6,5,15,18,8,7,5,15,8,1,15,15,4,15,18,11,11,3,3,8,4,15,5,2,5,0,18,18,5,3,5,1,4,5,7,15,15,15,8,9,11,8,8,11,18,3,4,15,3,1,7,2,9
ACOX2,21,21,4,10,5,18,15,3,1,10,2,18,6,6,14,15,9,21,6,8,3,7,15,10,10,16,14,18,14,21,8,15,2,10,18,6,4,9,10,10,14,21,8,0,11,16,6,21,5,5,21,6,2,21,16,7,16,6,10,14,4,9,21,4,16,5,5,2,3,6,6,6,3,1,4,4,1,18,21,15,15,21,3,14,21,3,10,6,1,4,16,3,5,18,5,0
ACOX3,15,10,8,1,3,23,23,3,4,19,4,23,7,4,24,23,9,15,22,9,6,5,23,19,4,4,24,23,24,15,7,23,8,2,23,10,4,8,19,19,24,10,6,7,8,4,22,10,10,2,15,2,3,15,4,2,4,22,19,24,1,2,10,8,4,6,2,5,8,22,22,4,1,4,3,9,5,23,15,23,23,10,5,24,10,3,19,22,3,6,4,6,6,23,2,5
SOAT2,16,14,4,2,3,13,18,0,6,9,9,13,2,7,20,18,4,16,10,6,8,8,18,9,3,18,20,13,20,16,0,18,1,4,13,4,2,11,9,9,20,14,4,11,3,18,10,14,5,7,16,9,3,16,18,5,18,10,9,20,6,2,14,6,18,2,6,4,10,10,10,4,5,5,5,7,8,13,16,18,18,14,2,20,14,7,9,10,5,4,18,1,10,13,11,3
ECI2,18,17,4,3,8,29,18,4,8,8,4,29,3,4,12,18,10,18,19,5,7,2,18,8,4,4,12,29,12,18,3,18,4,6,29,3,4,5,8,8,12,17,3,10,4,4,19,17,7,4,18,2,5,18,4,2,4,19,8,12,3,4,17,2,4,6,7,6,10,19,19,7,5,2,9,3,8,29,18,18,18,17,2,12,17,1,8,19,3,5,4,8,9,29,9,8
ACOT7,14,13,4,3,8,16,19,5,4,18,6,16,3,6,10,19,8,14,20,6,5,4,19,18,6,19,10,16,10,14,2,19,4,7,16,6,2,4,18,18,10,13,4,6,5,19,20,13,3,8,14,5,6,14,19,5,19,20,18,10,2,2,13,5,19,2,3,5,3,20,20,8,10,5,3,6,5,16,14,19,19,13,8,10,13,5,18,20,2,5,19,4,6,16,7,6
ACAD8,11,11,9,2,3,8,15,5,4,18,8,8,12,10,15,15,4,11,7,4,4,1,15,18,2,15,15,8,15,11,8,15,4,5,8,2,5,5,18,18,15,11,3,5,5,15,7,11,5,10,11,4,4,11,15,5,15,7,18,15,5,7,11,4,15,6,6,10,7,7,7,6,1,5,5,4,2,8,11,15,15,11,1,15,11,2,18,7,1,3,15,9,6,8,4,5
ACAD9,10,14,8,2,4,21,21,4,3,6,5,21,7,9,16,21,2,10,18,6,5,1,21,6,2,15,16,21,16,10,7,21,4,8,21,4,4,1,6,6,16,14,7,3,2,15,18,14,4,4,10,9,6,10,15,4,15,18,6,16,2,6,14,7,15,2,2,5,11,18,18,3,2,6,4,2,6,21,10,21,21,14,7,16,14,6,6,18,5,8,15,5,2,21,9,8
ACOXL,19,24,4,4,6,10,15,5,3,22,7,10,2,7,4,15,6,19,23,7,4,0,15,22,5,23,4,10,4,19,8,15,1,2,10,3,5,8,22,22,4,24,3,6,4,23,23,24,5,2,19,0,7,19,23,11,23,23,22,4,5,5,24,6,23,5,3,7,2,23,23,5,3,1,5,9,10,10,19,15,15,24,2,4,24,4,22,23,4,6,23,5,3,10,5,5
ACBD3,9,20,3,4,6,14,16,11,7,10,6,14,7,3,18,16,9,9,13,5,6,7,16,10,3,18,18,14,18,9,5,16,5,8,14,2,1,5,10,10,18,20,10,6,3,18,13,20,9,7,9,4,8,9,18,8,18,13,10,18,2,14,20,8,18,7,2,0,5,13,13,0,1,1,8,5,4,14,9,16,16,20,2,18,20,4,10,13,2,5,18,3,5,14,3,7
ACBD4,8,12,7,6,4,17,18,6,4,19,8,17,2,5,4,18,7,8,29,2,3,8,18,19,2,18,4,17,4,8,9,18,9,8,17,9,5,4,19,19,4,12,8,4,5,18,29,12,4,7,8,3,5,8,18,1,18,29,19,4,4,2,12,6,18,3,8,8,4,29,29,10,3,5,4,6,10,17,8,18,18,12,4,4,12,7,19,29,9,3,18,2,3,17,2,5
ACAD10,18,10,7,9,4,13,14,0,4,20,6,13,7,7,19,14,2,18,16,7,5,7,14,20,3,19,19,13,19,18,5,14,7,7,13,7,4,2,20,20,19,10,4,6,2,19,16,10,6,6,18,7,2,18,19,3,19,16,20,19,6,6,10,3,19,8,9,16,3,16,16,3,4,4,5,7,6,13,18,14,14,10,3,19,10,8,20,16,3,2,19,2,6,13,3,3
ACAD11,18,15,7,3,8,11,11,7,10,7,9,11,5,10,15,11,3,18,8,10,2,6,11,7,7,15,15,11,15,18,2,11,10,4,11,5,9,2,7,7,15,15,10,3,6,15,8,15,6,5,18,3,3,18,15,6,15,8,7,15,7,5,15,8,15,6,4,4,8,8,8,4,3,5,3,8,3,11,18,11,11,15,3,15,15,2,7,8,4,8,15,4,6,11,5,3
ACBD6,6,16,1,4,10,14,10,4,4,18,4,14,4,3,15,10,5,6,21,4,4,3,10,18,2,21,15,14,15,6,4,10,4,4,14,6,5,5,18,18,15,16,3,6,1,21,21,16,7,2,6,5,10,6,21,12,21,21,18,15,5,3,16,7,21,2,2,7,6,21,21,2,4,5,3,5,1,14,6,10,10,16,4,15,16,4,18,21,4,5,21,4,1,14,4,5
ACBD5,22,4,5,3,6,24,19,4,10,23,7,24,4,3,23,19,2,22,10,1,6,7,19,23,4,15,23,24,23,22,6,19,7,6,24,2,1,5,23,23,23,4,3,9,6,15,10,4,12,8,22,8,6,22,15,3,15,10,23,23,4,2,4,9,15,7,5,2,8,10,10,2,6,3,1,2,2,24,22,19,19,4,4,23,4,4,23,10,7,7,15,2,5,24,4,3
ACBD7,10,18,3,7,9,20,9,2,11,13,6,20,6,12,18,9,2,10,14,4,6,4,9,13,7,16,18,20,18,10,9,9,7,2,20,2,8,13,13,13,18,18,2,10,5,16,14,18,5,7,10,12,9,10,16,10,16,14,13,18,4,1,18,5,16,0,5,2,4,14,14,6,8,8,8,4,3,20,10,9,9,18,7,18,18,1,13,14,5,2,16,9,6,20,6,10
SLC7A1,28,8,4,3,5,33,8,3,2,16,3,6,0,6,5,21,2,14,4,15,2,3,10,23,8,13,8,70,5,7,4,14,12,2,4,4,7,2,29,3,7,23,19,2,2,26,6,8,19,2,4,1,8,6,1,8,22,54,8,15,15,1,1,11,2,4,1,3,8,8,14,13,4,10,8,5,11,13,11,1,8,17,18,17,35,36,14,2,4,0,4,4,9,0,23,11
SLC7A2,8,8,0,4,3,23,7,4,1,4,4,11,1,1,6,26,2,23,6,17,6,3,14,13,6,10,8,36,2,22,0,19,4,3,6,18,1,2,54,7,14,15,16,8,16,9,5,11,35,1,8,7,2,29,3,8,11,23,8,13,28,9,2,13,0,14,0,3,2,5,70,4,9,1,12,5,33,15,8,0,17,1,21,15,4,8,7,1,1,3,6,8,6,3,19,2
SLC7A3,8,7,8,5,1,10,33,1,9,13,15,17,0,16,21,29,6,18,15,14,3,2,4,21,5,13,22,15,6,23,9,6,4,1,16,9,8,3,35,1,8,14,11,2,9,54,1,8,19,4,8,36,1,19,6,11,15,4,8,23,11,0,2,1,7,4,4,5,10,0,17,26,2,9,2,3,13,7,8,4,8,70,6,8,16,28,5,1,4,1,5,2,23,1,14,11
APC,23,12,4,8,2,16,17,6,5,19,8,16,5,8,9,19,5,12,12,16,5,1,19,16,4,16,16,17,5,16,3,17,2,4,4,17,5,4,17,10,16,23,16,9,1,12,9,16,12,7,7,12,7,23,5,23,19,16,17,17,16,5,5,23,8,23,4,3,7,9,23,23,5,2,2,9,12,17,19,5,19,19,16,12,16,16,9,7,3,5,9,5,16,6,19,5
BUB1,16,7,3,3,4,16,12,4,3,14,6,16,3,4,7,14,1,7,7,11,1,11,14,16,8,11,16,12,8,11,4,12,4,5,6,12,4,3,12,2,16,16,11,5,3,7,1,11,7,5,7,7,6,16,7,16,14,11,12,12,16,3,5,16,2,16,8,4,11,4,16,16,6,4,3,5,7,12,14,7,14,14,11,7,16,11,3,2,4,9,2,1,16,3,14,3
BUB1B,27,14,7,2,2,12,17,9,6,16,6,12,5,7,5,16,7,14,14,18,6,4,16,12,2,18,12,17,5,18,3,17,7,8,4,17,5,9,17,5,12,27,18,1,8,14,2,18,14,5,7,14,7,27,4,27,16,18,17,17,12,7,7,27,4,27,1,6,6,4,27,27,2,11,6,5,14,17,16,8,16,16,18,14,12,18,2,6,5,10,4,6,12,4,16,5
CDC6,12,7,2,9,6,16,10,12,2,15,6,16,6,3,5,15,6,7,7,20,3,8,15,16,7,20,16,10,4,20,5,10,3,6,7,10,5,6,10,2,16,12,20,4,3,7,13,20,7,3,2,7,3,12,8,12,15,20,10,10,16,2,4,12,7,12,2,2,3,8,12,12,5,4,3,3,7,10,15,7,15,15,20,7,16,20,6,5,5,7,4,7,16,4,15,4
CDC27,12,9,5,7,3,12,16,5,8,14,4,12,3,1,6,14,5,9,9,23,2,1,14,12,14,23,12,16,9,23,4,16,6,6,3,16,7,5,16,6,12,12,23,2,5,9,3,23,9,7,3,9,5,12,4,12,14,23,16,16,12,9,4,12,1,12,1,6,3,5,12,12,4,5,6,3,9,16,14,10,14,14,23,9,12,23,8,3,6,6,5,4,12,5,14,6
CENPA,16,19,9,1,3,12,23,8,2,16,5,12,2,2,2,16,2,19,19,17,1,1,16,12,3,17,12,23,7,17,8,23,2,6,6,23,8,4,23,5,12,16,17,7,6,19,3,17,19,4,7,19,5,16,5,16,16,17,23,23,12,7,5,16,6,16,5,6,7,3,16,16,10,3,7,9,19,23,16,3,16,16,17,19,12,17,8,9,6,5,3,4,12,5,16,4
CENPE,18,11,6,2,1,14,12,5,4,17,3,14,4,5,7,17,8,11,11,10,7,6,17,14,4,10,14,12,9,10,1,12,4,5,7,12,8,4,12,5,14,18,10,3,7,11,7,10,11,5,3,11,8,18,3,18,17,10,12,12,14,2,6,18,4,18,3,4,5,5,18,18,5,2,4,6,11,12,17,4,17,17,10,11,14,10,8,4,3,6,2,3,14,1,17,6
CENPF,16,14,6,0,6,7,16,3,10,11,4,7,3,5,2,11,8,14,14,12,8,6,11,7,6,12,7,16,5,12,5,16,7,3,3,16,7,6,16,3,7,16,12,2,2,14,9,12,14,7,6,14,8,16,7,16,11,12,16,16,7,2,2,16,5,16,2,2,5,3,16,16,4,7,6,2,14,16,11,8,11,11,12,14,7,12,4,6,6,8,3,4,7,5,11,5
CSNK2A1,12,16,2,4,3,14,27,6,5,18,7,14,5,3,4,18,8,16,16,17,6,10,18,14,6,17,14,27,6,17,5,27,7,2,3,27,2,4,27,2,14,12,17,4,4,16,1,17,16,3,7,16,2,12,2,12,18,17,27,27,14,4,2,12,6,12,6,2,9,5,12,12,3,3,2,6,16,27,18,7,18,18,17,16,14,17,5,10,4,8,5,6,14,3,18,3
CSNK2A2,10,23,4,3,2,22,13,11,3,13,0,22,4,4,8,13,5,23,23,18,4,6,13,22,5,18,22,13,9,18,5,13,6,8,4,13,5,3,13,6,22,10,18,5,5,23,6,18,23,5,5,23,7,10,8,10,13,18,13,13,22,5,3,10,4,10,8,3,2,8,10,10,7,4,3,4,23,13,13,5,13,13,18,23,22,18,2,4,0,6,8,6,22,4,13,6
KIF25,14,17,9,6,3,11,18,7,5,10,5,11,3,7,3,10,5,17,17,12,2,3,10,11,6,12,11,18,2,12,10,18,2,4,10,18,3,4,18,2,11,14,12,7,4,17,2,12,17,5,3,17,3,14,8,14,10,12,18,18,11,7,7,14,5,14,7,6,5,5,14,14,6,8,1,5,17,18,10,7,10,10,12,17,11,12,0,4,4,5,2,3,11,10,10,7
KIF22,8,12,4,2,7,9,24,4,6,24,3,9,2,3,8,24,4,12,12,24,3,3,24,9,4,24,9,24,5,24,5,24,4,6,5,24,3,6,24,4,9,8,24,7,4,12,6,24,12,4,4,12,4,8,4,8,24,24,24,24,9,9,2,8,3,8,4,3,6,6,8,8,10,7,12,4,12,24,24,1,24,24,24,12,9,24,9,3,6,5,5,2,9,7,24,10
MAD2L1,14,18,8,5,6,16,12,4,2,17,5,16,3,3,7,17,3,18,18,27,4,9,17,16,7,27,16,12,3,27,4,12,7,6,6,12,3,4,12,6,16,14,27,7,6,18,5,27,18,13,6,18,7,14,4,14,17,27,12,12,16,2,8,14,5,14,5,5,8,5,14,14,2,4,12,5,18,12,17,7,17,17,27,18,16,27,6,8,5,6,3,6,16,2,17,6
CHMP1A,9,23,8,5,5,14,12,3,5,16,6,14,5,5,3,16,10,23,23,12,5,4,16,14,7,12,14,12,4,12,2,12,1,6,4,12,6,5,12,5,14,9,12,4,3,23,7,12,23,7,4,23,8,9,3,9,16,12,12,12,14,14,2,9,5,9,2,6,3,4,9,9,9,5,1,6,23,12,16,3,16,16,12,23,14,12,1,11,4,3,11,9,14,5,16,1
RB1,16,17,1,6,3,18,14,8,4,27,2,18,4,3,5,27,9,17,17,12,2,3,27,18,5,12,18,14,4,12,7,14,11,15,4,14,4,5,14,3,18,16,12,6,2,17,4,12,17,8,6,17,5,16,1,16,27,12,14,14,18,3,8,16,10,16,3,2,4,6,16,16,5,4,10,5,17,14,27,3,27,27,12,17,18,12,4,4,5,4,2,4,18,7,27,8
TPR,15,10,5,9,6,20,7,7,5,12,3,20,2,0,3,12,4,10,10,16,1,4,12,20,3,16,20,7,4,16,7,7,3,6,3,7,7,4,7,1,20,15,16,4,3,10,5,16,10,7,3,10,5,15,11,15,12,16,7,7,20,2,9,15,1,15,6,7,4,7,15,15,4,5,2,7,10,7,12,4,12,12,16,10,20,16,7,9,9,7,5,5,20,2,12,3
TTK,14,16,7,5,6,23,9,2,5,12,3,23,8,5,3,12,3,16,16,12,2,5,12,23,8,12,23,9,4,12,5,9,4,8,2,9,5,7,9,2,23,14,12,6,5,16,11,12,16,4,5,16,5,14,4,14,12,12,9,9,23,6,3,14,3,14,2,5,2,6,14,14,4,4,5,2,16,9,12,7,12,12,12,16,23,12,6,7,3,7,9,4,23,8,12,4
TTN,16,23,8,4,0,17,19,2,3,16,5,17,6,2,4,16,3,23,23,12,7,10,16,17,3,12,17,19,14,12,7,19,1,4,6,19,9,7,19,5,17,16,12,4,10,23,2,12,23,7,4,23,1,16,4,16,16,12,19,19,17,2,0,16,7,16,4,1,5,3,16,16,5,5,2,3,23,19,16,5,16,16,12,23,17,12,2,9,3,6,5,3,17,4,16,6
ZNF207,12,24,4,4,4,24,9,5,5,24,6,24,10,5,5,24,4,24,24,8,6,5,24,24,6,8,24,9,9,8,2,9,3,6,1,9,6,3,9,6,24,12,8,5,4,24,1,8,24,7,5,24,5,12,4,12,24,8,9,9,24,8,5,12,10,12,5,1,3,5,12,12,6,5,1,8,24,9,24,2,24,24,8,24,24,8,6,4,5,4,8,3,24,4,24,1
MAD1L1,18,27,5,1,4,17,16,5,3,12,7,17,4,5,5,12,5,27,27,14,1,6,12,17,10,14,17,16,5,14,4,16,1,4,9,16,5,5,16,6,17,18,14,3,4,27,5,14,27,4,6,27,5,18,6,18,12,14,16,16,17,0,8,18,7,18,6,6,2,2,18,18,5,4,7,3,27,16,12,4,12,12,14,27,17,14,3,3,6,6,4,3,17,4,12,9
CUL3,13,13,8,1,7,18,23,7,4,10,4,18,5,7,2,10,4,13,13,22,6,3,10,18,8,22,18,23,5,22,3,23,7,5,5,23,3,5,23,2,18,13,22,8,6,13,6,22,13,6,5,13,3,13,3,13,10,22,23,23,18,6,5,13,7,13,4,4,5,9,13,13,4,6,1,1,13,23,10,6,10,10,22,13,18,22,4,5,7,1,4,5,18,6,10,10
TNKS,23,12,6,6,8,16,14,7,4,12,5,16,10,7,3,12,6,12,12,9,5,6,12,16,6,9,16,14,3,9,4,14,6,5,4,14,8,2,14,2,16,23,9,6,5,12,6,9,12,1,8,12,4,23,8,23,12,9,14,14,16,8,5,23,3,23,4,6,7,3,23,23,2,4,6,5,12,14,12,6,12,12,9,12,16,9,12,7,2,4,6,4,16,7,12,3
CDC23,10,18,1,5,2,12,17,6,2,14,3,12,10,3,9,14,3,18,18,11,5,4,14,12,2,11,12,17,4,11,7,17,1,4,5,17,6,2,17,8,12,10,11,5,6,18,5,11,18,10,6,18,5,10,2,10,14,11,17,17,12,7,7,10,3,10,2,5,1,3,10,10,5,7,5,11,18,17,14,5,14,14,11,18,12,11,4,9,2,5,5,5,12,5,14,6
RAB11A,12,16,4,4,3,16,11,5,3,7,9,16,3,6,3,7,4,16,16,14,6,4,7,16,4,14,16,11,6,14,3,11,7,2,8,11,4,1,11,4,16,12,14,5,8,16,3,14,16,6,7,16,4,12,4,12,7,14,11,11,16,8,5,12,13,12,3,5,6,3,12,12,3,7,7,6,16,11,7,1,7,7,14,16,16,14,1,5,10,8,6,7,16,8,7,7
VPS4B,12,9,6,3,7,12,16,5,4,14,8,12,5,9,4,14,7,9,9,23,8,5,14,12,5,23,12,16,5,23,5,16,2,3,2,16,8,7,16,4,12,12,23,9,0,9,3,23,9,3,2,9,4,12,4,12,14,23,16,16,12,6,4,12,3,12,6,3,4,6,12,12,5,4,2,7,9,16,14,2,14,14,23,9,12,23,6,7,4,6,1,4,12,5,14,10
H2AFY,16,19,5,6,7,12,23,2,3,16,0,12,3,7,4,16,6,19,19,17,6,4,16,12,3,17,12,23,8,17,5,23,1,3,4,23,4,6,23,7,12,16,17,6,4,19,5,17,19,8,6,19,3,16,5,16,16,17,23,23,12,4,3,16,6,16,1,2,7,7,16,16,2,9,1,2,19,23,16,7,16,16,17,19,12,17,4,7,5,4,6,6,12,6,16,8
DLGAP5,10,23,3,7,4,22,13,0,6,13,3,22,6,10,4,13,4,23,23,18,4,7,13,22,9,18,22,13,7,18,7,13,9,10,4,13,6,4,13,4,22,10,18,5,5,23,5,18,23,5,4,23,4,10,3,10,13,18,13,13,22,3,6,10,3,10,2,2,7,8,10,10,1,5,3,3,23,13,13,2,13,13,18,23,22,18,3,7,8,6,5,4,22,3,13,7
KIF14,12,16,3,3,6,19,16,10,7,17,4,19,3,3,7,17,6,16,16,23,5,4,17,19,9,23,19,16,3,23,2,16,4,7,3,16,8,2,16,5,19,12,23,5,5,16,4,23,16,4,2,16,5,12,3,12,17,23,16,16,19,1,2,12,7,12,2,3,1,9,12,12,5,3,5,3,16,16,17,5,17,17,23,16,19,23,3,3,8,8,5,8,19,4,17,6
AKAP8,14,18,3,7,3,16,12,1,5,17,6,16,8,4,3,17,4,18,18,27,3,3,17,16,5,27,16,12,4,27,6,12,3,7,3,12,5,6,12,7,16,14,27,4,4,18,5,27,18,9,4,18,7,14,13,14,17,27,12,12,16,4,4,14,8,14,11,6,3,5,14,14,4,3,6,9,18,12,17,3,17,17,27,18,16,27,8,4,5,2,7,5,16,2,17,6
